User Speed (m/s),Signal Strength (dBm),Battery Level (%),Network Congestion,Distance from Base Station (m),Handover Events,Power Consumption (mW),Transmission Power (dBm),Throughput (Mbps),Latency (ms),RF Link Quality
1.11,-112.18,67,Medium,849.92,0,666.47,30.0,1.0,105.48,Poor
11.96,-77.22,34,Low,496.73,3,502.08,16.61,40.71,33.95,Good
12.27,-102.69,53,Medium,845.39,2,690.44,29.35,1.0,94.3,Poor
19.22,-81.76,87,Medium,497.67,3,500.6,18.88,1.0,75.02,Poor
10.44,-101.26,20,High,788.72,0,772.63,28.63,1.0,138.81,Poor
13.82,-104.38,30,Low,688.45,1,720.66,30.0,1.0,69.95,Poor
1.47,-86.93,44,High,601.99,0,520.27,21.47,1.0,116.28,Poor
0.94,-98.94,62,Low,688.24,0,772.28,27.47,30.06,50.71,Moderate
1.27,-89.16,68,Medium,519.55,0,548.69,22.58,21.37,84.78,Moderate
11.43,-113.15,48,Medium,920.76,2,726.13,30.0,1.0,104.06,Poor
11.77,-87.77,63,Low,621.38,3,526.12,21.89,28.62,69.9,Moderate
1.15,-95.23,81,High,627.75,0,699.96,25.62,1.0,140.24,Poor
0.31,-90.3,64,Low,544.16,0,648.22,23.15,48.97,56.76,Moderate
1.45,-73.2,19,Low,320.25,0,367.89,14.6,66.91,46.54,Good
1.79,-74.25,77,Low,541.38,0,535.17,15.13,58.98,40.52,Good
27.12,-100.57,87,High,857.98,4,691.79,28.29,1.0,137.96,Poor
19.93,-80.05,18,Medium,500.29,1,446.6,18.03,1.0,88.02,Poor
1.2,-87.26,44,Medium,608.44,0,498.44,21.63,8.71,89.65,Poor
18.67,-87.43,75,Low,520.17,2,480.66,21.72,18.19,37.5,Moderate
21.66,-72.3,43,Low,335.67,1,505.23,14.15,36.65,12.15,Moderate
10.12,-95.42,39,High,717.88,0,687.34,25.71,1.0,144.98,Poor
0.3,-77.55,52,Low,443.11,0,473.83,16.78,66.38,45.5,Good
0.84,-100.2,23,Low,704.98,0,659.7,28.1,28.59,60.96,Moderate
1.18,-84.83,63,High,563.88,0,512.02,20.42,1.0,135.52,Poor
2.38,-120.0,85,Medium,1048.46,0,756.99,30.0,1.0,114.05,Poor
1.47,-81.96,45,Low,480.36,0,515.23,18.98,51.92,30.22,Good
18.2,-103.28,21,Low,806.59,2,792.07,29.64,1.0,58.75,Poor
2.51,-86.86,15,Low,564.19,0,356.89,21.43,36.03,47.68,Moderate
1.05,-80.99,58,Medium,488.92,0,531.76,18.49,25.84,77.05,Moderate
1.21,-94.44,74,Low,667.79,0,708.24,25.22,35.15,52.38,Moderate
1.66,-60.13,41,Medium,232.71,0,527.08,8.06,61.43,73.71,Moderate
9.9,-58.78,96,Medium,88.13,1,378.4,7.39,42.34,61.98,Moderate
13.78,-67.23,21,Low,288.6,1,501.41,11.62,60.02,34.6,Good
2.39,-63.2,96,High,255.21,0,396.4,9.6,28.36,112.88,Poor
1.58,-58.9,60,Low,262.79,0,398.64,7.45,80.44,36.54,Good
11.21,-110.18,69,Medium,864.48,3,765.84,30.0,1.0,102.02,Poor
0.76,-88.81,64,High,586.92,0,521.86,22.4,1.0,114.16,Poor
2.35,-90.65,90,Low,625.92,0,655.66,23.33,46.0,52.98,Moderate
12.16,-73.23,18,Low,401.16,2,416.15,14.61,48.88,54.41,Moderate
13.31,-89.48,63,Low,596.77,3,476.33,22.74,22.56,34.76,Moderate
12.67,-107.79,79,Medium,835.07,1,783.15,30.0,1.0,92.72,Poor
1.94,-95.99,57,Low,720.62,0,648.22,26.0,27.71,58.37,Moderate
17.2,-105.65,34,Medium,870.48,1,777.22,30.0,1.0,94.11,Poor
24.47,-104.55,66,Low,800.81,4,772.51,30.0,1.0,78.76,Poor
1.71,-73.09,50,Medium,361.54,0,465.53,14.55,45.55,96.95,Moderate
1.92,-110.09,29,High,904.72,0,715.29,30.0,1.0,136.0,Poor
1.54,-109.48,54,Medium,777.28,0,730.06,30.0,1.0,102.64,Poor
0.53,-95.5,79,Low,673.93,0,681.01,25.75,30.99,64.52,Moderate
16.69,-101.95,69,Medium,748.18,2,627.24,28.97,1.0,99.69,Poor
20.13,-110.71,17,Medium,878.75,1,666.96,30.0,1.0,100.93,Poor
2.36,-83.39,10,Medium,440.08,0,410.2,19.7,21.53,95.71,Moderate
11.89,-54.11,69,Medium,168.54,3,483.35,5.05,49.83,67.68,Moderate
9.99,-81.41,17,Medium,582.77,1,361.32,18.7,28.92,79.26,Moderate
17.95,-98.97,61,Low,690.99,3,694.95,27.48,1.0,47.33,Poor
0.81,-92.36,85,Medium,649.99,0,693.58,24.18,17.05,75.98,Moderate
1.58,-53.82,66,Medium,28.31,0,500.92,5.0,67.4,63.84,Moderate
1.8,-74.9,73,Low,388.95,0,523.56,15.45,69.58,39.27,Good
19.99,-83.56,68,Low,555.1,1,474.33,19.78,16.35,37.11,Moderate
0.05,-84.67,26,Low,619.17,0,539.5,20.33,44.31,51.66,Moderate
1.49,-102.72,99,Low,783.53,0,758.24,29.36,25.91,81.39,Moderate
26.02,-95.47,75,Medium,698.44,2,635.26,25.74,1.0,96.96,Poor
1.61,-85.45,90,Medium,470.46,0,530.15,20.73,25.13,77.66,Moderate
18.49,-65.86,14,Low,250.44,3,462.23,10.93,49.49,50.83,Moderate
2.36,-73.64,76,Medium,358.53,0,490.72,14.82,38.87,76.79,Moderate
1.04,-91.62,82,Medium,691.24,0,705.21,23.81,17.45,91.07,Moderate
1.01,-63.82,93,Low,180.17,0,434.64,9.91,79.9,16.34,Good
22.2,-70.44,47,High,365.53,2,578.51,13.22,1.0,132.65,Poor
8.4,-83.27,94,Medium,539.43,1,504.65,19.64,10.36,95.25,Poor
0.91,-79.21,78,High,514.11,0,427.31,17.61,1.0,129.06,Poor
23.02,-84.98,80,High,529.32,2,516.04,20.49,1.0,133.65,Poor
1.65,-92.68,32,Medium,581.29,0,764.57,24.34,14.61,76.24,Poor
0.58,-81.24,82,Low,521.05,0,436.52,18.62,52.94,32.17,Good
1.85,-84.82,73,Low,487.27,0,574.04,20.41,48.55,36.82,Good
2.1,-83.43,72,Low,608.47,0,494.58,19.71,50.17,49.78,Good
24.26,-61.37,85,High,307.48,2,521.43,8.68,1.0,83.86,Poor
10.32,-92.0,39,Medium,602.13,0,661.1,24.0,1.0,94.25,Poor
2.3,-87.67,87,Medium,589.63,0,557.73,21.84,24.98,76.47,Moderate
24.48,-67.39,20,Medium,318.92,4,502.41,11.7,18.2,74.41,Moderate
1.41,-71.78,12,High,283.74,0,337.21,13.89,20.09,116.15,Poor
0.5,-94.4,25,Medium,681.8,0,686.54,25.2,5.41,109.37,Poor
24.14,-93.18,42,Medium,689.89,4,649.2,24.59,1.0,95.58,Poor
9.57,-98.2,73,High,681.57,0,674.63,27.1,1.0,129.26,Poor
11.95,-73.94,76,Low,444.2,1,487.5,14.97,52.6,36.6,Good
20.08,-83.5,17,High,446.51,1,483.78,19.75,1.0,130.22,Poor
0.19,-95.85,84,Medium,689.58,0,641.41,25.93,12.81,94.44,Poor
1.41,-78.09,89,Medium,494.64,0,408.33,17.04,29.56,96.0,Moderate
12.81,-79.47,79,Medium,496.1,1,483.22,17.74,10.35,65.53,Poor
8.41,-83.03,49,Medium,407.18,0,463.79,19.52,29.4,76.4,Moderate
16.95,-86.59,25,Medium,543.33,2,545.65,21.3,1.51,76.2,Poor
1.63,-90.23,16,Low,531.21,0,719.21,23.12,47.44,55.91,Moderate
1.22,-93.87,69,Medium,621.24,0,611.46,24.93,20.16,98.5,Moderate
1.07,-79.78,43,High,486.0,0,545.81,17.89,7.54,116.39,Poor
1.7,-82.11,69,Medium,460.85,0,446.63,19.05,26.8,98.34,Moderate
13.49,-92.32,71,Low,623.6,3,806.5,24.16,16.06,47.6,Moderate
9.31,-67.44,49,Low,298.35,0,498.32,11.72,69.82,37.27,Good
1.01,-76.94,31,Medium,381.24,0,580.02,16.47,34.18,76.85,Moderate
27.43,-92.27,15,High,710.77,3,626.98,24.14,1.0,126.28,Poor
1.35,-87.95,89,High,571.9,0,556.01,21.98,1.0,113.18,Poor
20.19,-79.45,47,Medium,476.03,3,533.23,17.73,4.69,85.62,Poor
9.77,-85.82,91,Medium,639.18,1,552.35,20.91,10.57,97.69,Poor
27.19,-90.21,11,Low,594.39,2,621.8,23.1,1.0,51.04,Poor
12.8,-70.93,85,Low,414.85,1,430.56,13.47,55.81,34.71,Good
1.29,-91.04,40,Low,473.62,0,805.33,23.52,37.71,72.17,Moderate
13.16,-89.3,62,Low,588.32,3,466.66,22.65,27.7,61.16,Moderate
0.08,-67.32,15,Low,286.13,0,420.41,11.66,73.92,33.82,Good
0.27,-88.41,70,High,633.83,0,464.55,22.21,1.0,123.95,Poor
22.35,-95.69,92,High,631.55,3,703.53,25.84,1.0,138.52,Poor
10.02,-65.54,23,Medium,400.72,0,361.18,10.77,45.4,62.54,Moderate
8.78,-92.19,96,Medium,702.84,0,622.36,24.09,1.58,94.3,Poor
12.28,-99.16,76,High,734.95,3,621.13,27.58,1.0,125.97,Poor
22.41,-89.72,98,High,578.32,2,435.39,22.86,1.0,116.06,Poor
2.31,-103.43,85,Low,786.44,0,721.78,29.71,27.08,80.38,Moderate
1.77,-86.05,53,Medium,648.85,0,433.48,21.03,20.62,86.34,Moderate
9.82,-96.76,67,Medium,670.8,1,737.02,26.38,1.0,93.71,Poor
27.71,-80.74,18,Medium,471.95,2,403.47,18.37,1.0,79.25,Poor
17.98,-80.61,80,Medium,536.87,1,435.32,18.3,14.81,92.58,Poor
2.74,-69.3,71,Low,362.62,0,448.87,12.65,60.18,31.48,Good
2.02,-91.29,50,High,622.23,0,690.66,23.65,1.0,121.14,Poor
22.42,-120.0,35,Low,1003.5,2,665.59,30.0,1.0,82.41,Poor
12.07,-73.95,99,Medium,280.67,2,427.65,14.97,31.9,64.73,Moderate
10.56,-80.15,16,Medium,488.27,0,451.37,18.07,24.66,66.17,Moderate
11.15,-106.98,74,Low,886.35,3,674.1,30.0,1.0,69.5,Poor
2.42,-99.91,22,Low,767.92,0,663.85,27.96,24.4,48.75,Moderate
23.62,-97.02,91,Low,720.85,3,686.94,26.51,4.7,40.46,Poor
9.0,-105.76,84,Low,853.19,1,618.14,30.0,3.75,62.48,Poor
0.23,-97.13,29,Medium,758.66,0,757.04,26.57,14.22,87.83,Poor
9.22,-95.18,32,Medium,697.73,1,707.14,25.59,4.66,94.39,Poor
1.81,-86.61,41,Medium,579.51,0,528.83,21.31,20.96,92.35,Moderate
1.24,-90.18,46,Low,541.79,0,686.81,23.09,36.17,64.56,Moderate
2.11,-102.69,23,High,776.69,0,662.12,29.34,1.0,126.22,Poor
2.17,-95.11,76,High,682.26,0,636.56,25.55,1.0,107.87,Poor
0.52,-79.22,17,Low,523.9,0,351.33,17.61,59.54,32.17,Good
1.18,-103.19,65,Low,775.49,0,740.36,29.6,22.92,76.5,Moderate
10.34,-70.88,52,Medium,391.12,1,484.03,13.44,25.93,75.05,Moderate
10.44,-97.3,52,Low,663.89,0,677.15,26.65,10.07,44.53,Poor
1.66,-96.5,98,High,686.42,0,643.0,26.25,1.0,129.26,Poor
2.18,-101.83,76,Low,826.52,0,670.55,28.91,30.28,60.27,Moderate
8.38,-76.18,84,Low,507.5,1,459.63,16.09,51.17,32.9,Good
9.44,-94.12,86,Low,757.32,1,708.7,25.06,23.49,69.61,Moderate
9.77,-92.38,25,High,585.44,0,745.44,24.19,1.0,127.88,Poor
10.99,-87.12,59,Low,532.89,0,455.9,21.56,26.95,29.44,Moderate
11.58,-63.14,88,High,246.01,2,492.4,9.57,8.95,109.5,Poor
20.77,-75.9,37,Medium,431.02,3,577.45,15.95,11.95,78.29,Poor
11.9,-89.3,35,Low,580.53,3,428.63,22.65,26.09,59.76,Moderate
12.1,-91.41,13,Low,656.7,3,502.66,23.71,25.11,54.94,Moderate
1.33,-113.21,95,Low,979.06,0,704.27,30.0,10.66,65.25,Poor
2.4,-78.66,28,Medium,491.92,0,457.64,17.33,30.08,66.23,Moderate
2.09,-75.27,78,Medium,493.58,0,474.66,15.64,38.89,73.38,Moderate
12.04,-86.0,73,High,514.5,1,527.97,21.0,1.0,113.6,Poor
26.43,-91.71,84,Low,664.63,4,709.11,23.86,1.0,40.32,Poor
10.83,-69.02,71,Medium,269.29,1,565.04,12.51,33.41,77.2,Moderate
1.77,-79.32,46,Low,503.71,0,502.35,17.66,50.87,55.56,Moderate
19.87,-87.39,30,High,666.19,1,479.29,21.69,1.0,133.08,Poor
0.39,-90.64,26,Low,674.71,0,685.87,23.32,38.08,39.69,Moderate
13.19,-63.35,68,High,266.81,2,416.88,9.67,7.12,113.87,Poor
1.9,-87.3,57,High,559.14,0,526.2,21.65,1.0,129.93,Poor
0.19,-96.51,26,Low,759.43,0,704.82,26.26,38.56,49.69,Moderate
9.35,-75.81,99,Low,419.12,1,415.43,15.9,50.53,46.02,Good
13.15,-116.72,59,High,968.11,2,696.26,30.0,1.0,151.01,Poor
9.97,-92.32,24,High,550.99,0,659.81,24.16,1.0,123.24,Poor
18.17,-73.34,67,Medium,350.67,1,480.41,14.67,12.72,80.72,Poor
23.35,-77.64,77,Low,443.01,4,515.83,16.82,27.32,23.64,Moderate
2.1,-69.09,76,Medium,383.29,0,470.06,12.54,43.7,82.27,Moderate
0.03,-89.22,74,High,612.19,0,506.35,22.61,1.0,133.68,Poor
24.72,-92.06,68,Low,671.07,2,728.12,24.03,4.31,46.85,Poor
22.48,-66.32,19,Low,389.33,3,458.72,11.16,38.48,27.53,Moderate
1.69,-109.27,80,Medium,846.36,0,688.29,30.0,1.0,115.31,Poor
16.86,-73.03,57,Medium,373.52,2,518.2,14.51,19.41,72.33,Moderate
1.54,-74.08,30,High,436.63,0,428.34,15.04,7.37,105.91,Poor
11.46,-63.85,37,Low,347.07,1,612.37,9.93,62.32,28.11,Good
2.23,-94.02,64,Medium,715.48,0,702.69,25.01,11.28,95.22,Poor
9.17,-73.17,86,Low,417.27,1,503.66,14.58,44.77,46.16,Good
17.96,-57.4,91,Medium,165.22,2,426.21,6.7,37.92,77.1,Moderate
0.59,-58.41,77,High,150.38,0,506.04,7.21,37.42,104.36,Poor
2.0,-104.95,38,High,787.45,0,652.86,30.0,1.0,153.88,Poor
0.26,-74.5,47,Low,398.95,0,549.79,15.25,66.06,22.6,Good
2.65,-97.7,14,Low,795.13,0,631.4,26.85,25.74,45.45,Moderate
13.68,-100.27,49,Low,811.12,1,773.37,28.14,7.39,52.66,Poor
2.59,-100.84,25,Medium,796.59,0,679.16,28.42,1.0,93.52,Poor
0.17,-62.36,73,Medium,236.24,0,503.43,9.18,53.76,57.87,Moderate
10.14,-67.63,39,Low,247.53,0,420.6,11.81,57.47,34.84,Good
13.36,-81.11,44,Low,456.64,3,415.5,18.55,44.59,31.81,Good
13.85,-79.66,30,Medium,436.32,2,509.79,17.83,17.33,92.54,Moderate
0.93,-81.61,28,High,591.32,0,631.87,18.81,5.71,111.79,Poor
2.25,-105.63,15,High,772.09,0,568.95,30.0,1.0,142.1,Poor
9.02,-79.72,30,Low,499.99,1,465.95,17.86,47.84,51.6,Moderate
0.75,-97.46,72,High,742.32,0,736.53,26.73,1.0,130.02,Poor
1.67,-73.28,95,Medium,443.03,0,558.85,14.64,44.34,57.3,Moderate
0.88,-93.79,13,Low,683.21,0,611.72,24.9,30.64,58.5,Moderate
1.0,-96.95,64,Medium,713.59,0,612.0,26.48,1.0,93.64,Poor
1.53,-89.74,18,Medium,539.71,0,441.84,22.87,14.91,74.98,Poor
1.17,-71.19,76,High,396.69,0,369.75,13.59,13.38,124.92,Poor
1.74,-80.56,11,High,424.32,0,388.38,18.28,11.71,130.25,Poor
8.55,-85.07,91,Low,526.58,0,467.36,20.53,30.95,45.01,Moderate
11.93,-67.78,40,Low,304.07,1,438.72,11.89,58.92,39.25,Good
1.45,-99.19,91,Low,691.8,0,708.84,27.6,23.49,41.71,Moderate
2.41,-86.35,58,Medium,622.56,0,533.38,21.18,25.85,105.83,Poor
1.05,-79.52,60,High,541.81,0,522.89,17.76,6.27,135.98,Poor
0.93,-77.83,44,Low,445.06,0,516.93,16.91,54.15,43.53,Good
17.93,-89.66,74,Low,632.83,2,423.08,22.83,15.31,48.42,Moderate
2.23,-92.35,34,Low,555.47,0,766.55,24.17,34.01,49.82,Moderate
1.93,-71.32,54,Medium,371.45,0,505.57,13.66,40.28,64.84,Moderate
0.1,-91.14,68,Low,678.44,0,693.46,23.57,34.7,58.9,Moderate
12.75,-106.05,87,High,741.25,1,741.84,30.0,1.0,147.62,Poor
10.41,-87.94,100,Low,649.37,1,644.25,21.97,24.99,47.76,Moderate
2.45,-78.67,30,Low,490.59,0,532.41,17.33,44.08,50.31,Moderate
1.83,-61.75,100,Medium,218.99,0,496.28,8.87,49.4,94.64,Moderate
0.67,-80.29,91,Low,596.06,0,527.97,18.14,54.38,24.94,Good
1.96,-94.92,92,Low,636.12,0,771.55,25.46,34.94,66.25,Moderate
19.65,-80.0,43,High,488.96,2,456.77,18.0,1.0,122.04,Poor
1.92,-94.95,22,Medium,735.58,0,646.35,25.48,5.31,89.02,Poor
1.26,-94.64,94,Medium,709.49,0,604.72,25.32,5.9,104.1,Poor
1.98,-97.6,42,Low,713.58,0,717.86,26.8,35.26,67.4,Moderate
22.94,-65.77,98,Low,260.85,2,615.53,10.89,34.52,36.43,Moderate
22.17,-111.28,62,Low,890.66,1,664.22,30.0,1.0,60.88,Poor
17.32,-87.58,54,Medium,555.21,1,519.87,21.79,1.0,76.22,Poor
12.2,-64.8,69,Low,333.29,1,560.89,10.4,62.92,30.37,Good
8.93,-87.08,59,Medium,557.46,0,524.39,21.54,13.21,79.03,Poor
2.64,-76.59,34,Low,463.9,0,408.22,16.3,57.55,45.99,Good
13.01,-97.13,52,Low,697.39,3,728.21,26.56,8.75,37.79,Poor
12.79,-70.04,62,Low,330.26,3,449.4,13.02,59.67,52.9,Moderate
2.13,-74.91,60,Low,421.92,0,442.08,15.46,64.57,44.6,Good
10.43,-55.89,49,Medium,196.99,1,490.33,5.94,43.6,52.27,Moderate
8.99,-82.75,34,Low,530.79,0,475.49,19.38,42.18,43.54,Good
11.48,-69.31,51,Low,253.95,1,451.4,12.65,59.03,23.87,Good
0.1,-94.39,42,High,614.99,0,818.0,25.19,1.0,139.37,Poor
2.48,-87.71,74,Low,526.42,0,469.87,21.85,42.76,21.72,Good
10.58,-107.88,81,Medium,793.37,0,631.35,30.0,1.0,99.27,Poor
27.77,-86.36,46,Medium,605.85,3,496.15,21.18,1.0,83.27,Poor
0.84,-77.11,72,Medium,462.56,0,532.41,16.55,40.2,58.73,Moderate
1.84,-84.21,63,Low,526.67,0,505.99,20.11,48.64,44.52,Good
10.24,-84.61,63,Low,587.99,1,496.72,20.3,37.07,43.71,Moderate
0.19,-103.51,50,Medium,801.24,0,726.95,29.76,1.0,103.58,Poor
2.52,-84.9,88,Low,594.56,0,514.99,20.45,47.7,48.78,Good
17.94,-73.39,27,Medium,397.65,3,501.99,14.7,14.44,73.09,Poor
27.31,-97.74,58,High,644.93,3,606.17,26.87,1.0,127.36,Poor
13.25,-61.76,96,Medium,287.17,3,453.32,8.88,42.03,66.44,Moderate
1.11,-106.79,83,Low,856.0,0,690.95,30.0,12.4,48.9,Poor
2.35,-85.43,44,Low,606.1,0,430.05,20.72,38.87,42.1,Moderate
0.45,-90.6,22,Medium,631.87,0,758.71,23.3,24.42,83.47,Moderate
9.87,-100.05,100,Medium,703.58,0,783.33,28.02,1.0,100.16,Poor
2.13,-92.44,66,High,644.06,0,670.75,24.22,1.0,128.41,Poor
0.78,-101.21,28,Low,706.11,0,628.94,28.61,20.5,53.43,Moderate
0.8,-77.24,38,High,410.01,0,445.68,16.62,12.11,118.8,Poor
0.66,-82.97,28,Medium,580.08,0,525.15,19.49,22.0,82.17,Moderate
1.03,-97.62,27,High,642.47,0,694.11,26.81,1.0,124.4,Poor
0.57,-97.05,98,Medium,735.34,0,656.09,26.52,6.74,108.03,Poor
19.91,-82.03,54,Medium,516.39,3,402.61,19.01,1.0,107.91,Poor
2.75,-77.55,66,High,462.12,0,567.58,16.78,7.04,111.14,Poor
2.7,-84.79,86,High,615.09,0,508.18,20.4,1.0,116.21,Poor
0.0,-52.43,42,Low,144.82,0,490.43,5.0,100.07,5.0,Good
1.29,-92.53,31,Low,691.4,0,706.87,24.27,36.38,55.39,Moderate
17.78,-70.65,54,Low,423.05,2,516.04,13.33,45.14,58.37,Moderate
12.14,-91.71,57,Low,683.3,2,630.65,23.85,21.97,45.12,Moderate
0.28,-78.04,35,Low,582.59,0,504.84,17.02,68.5,42.27,Good
12.78,-74.85,26,Medium,384.44,1,528.17,15.42,19.18,73.54,Moderate
13.8,-102.0,10,High,778.35,3,580.18,29.0,1.0,113.85,Poor
2.24,-90.68,16,Low,632.7,0,649.88,23.34,42.13,24.63,Good
17.88,-82.56,78,Medium,548.36,2,594.6,19.28,1.0,81.96,Poor
1.03,-109.07,78,High,927.15,0,719.04,30.0,1.0,136.44,Poor
2.37,-85.83,56,Low,533.44,0,427.03,20.91,46.67,61.89,Moderate
2.71,-86.27,21,Medium,636.81,0,578.07,21.14,22.6,78.04,Moderate
0.64,-72.81,22,Low,380.71,0,476.31,14.4,64.61,39.21,Good
10.8,-109.91,58,Low,882.72,1,697.08,30.0,1.0,56.48,Poor
1.05,-75.93,54,Low,489.55,0,459.1,15.97,67.09,35.07,Good
13.38,-81.13,87,Low,426.59,2,487.62,18.57,45.79,45.42,Good
1.43,-75.37,27,Medium,406.51,0,546.47,15.69,37.62,89.91,Moderate
11.25,-79.15,55,Low,483.34,1,432.76,17.57,39.53,17.43,Moderate
2.39,-57.88,50,Low,124.66,0,508.88,6.94,85.8,36.65,Good
2.39,-77.79,95,Low,422.07,0,499.83,16.89,52.64,35.67,Good
0.34,-74.42,62,Low,443.6,0,420.36,15.21,71.76,29.8,Good
10.68,-99.43,90,Medium,738.45,0,742.52,27.71,1.0,95.66,Poor
0.55,-103.21,53,Medium,794.23,0,842.06,29.6,1.03,90.86,Poor
25.52,-82.39,24,Medium,499.51,3,435.53,19.19,1.0,75.52,Poor
1.52,-97.79,21,Low,717.72,0,649.99,26.89,27.53,51.91,Moderate
1.26,-93.35,18,Medium,674.45,0,596.36,24.68,13.89,84.63,Poor
12.15,-71.12,10,Medium,475.45,3,412.07,13.56,30.1,71.25,Moderate
13.74,-66.87,99,Low,374.4,3,536.99,11.43,59.43,39.46,Good
0.53,-82.79,48,Low,534.66,0,523.45,19.39,61.02,38.6,Good
9.0,-82.77,73,Medium,533.86,0,471.4,19.39,4.2,80.37,Poor
12.78,-106.69,42,High,889.5,1,676.46,30.0,1.0,136.47,Poor
0.94,-69.1,13,Medium,318.17,0,413.81,12.55,45.72,53.4,Moderate
2.07,-104.89,60,High,707.59,0,782.89,30.0,1.0,146.75,Poor
0.95,-72.49,71,Low,457.84,0,527.83,14.25,60.49,42.56,Good
0.27,-101.03,46,Medium,801.54,0,661.56,28.51,1.46,98.37,Poor
1.53,-67.27,37,High,363.7,0,468.48,11.64,25.4,111.16,Poor
0.94,-68.41,38,Medium,323.45,0,519.94,12.2,45.2,63.79,Moderate
9.0,-71.0,13,Low,363.52,1,358.85,13.5,52.96,36.79,Good
10.39,-98.08,99,Low,718.98,1,678.82,27.04,13.32,51.2,Poor
11.61,-120.0,76,High,1053.96,3,751.92,30.0,1.0,153.89,Poor
9.07,-83.06,35,High,501.93,1,432.36,19.53,1.0,131.8,Poor
0.29,-74.12,83,Medium,490.93,0,396.91,15.06,37.95,70.01,Moderate
27.57,-77.08,88,Medium,444.85,2,533.77,16.54,1.0,88.99,Poor
10.63,-50.0,23,Low,26.25,1,456.54,5.0,79.55,13.04,Good
0.24,-104.88,96,High,770.66,0,635.82,30.0,1.0,121.28,Poor
11.19,-84.34,83,Low,592.83,2,532.34,20.17,41.1,18.57,Good
2.05,-90.33,98,Medium,673.48,0,705.53,23.17,12.8,85.72,Poor
1.46,-106.94,16,Low,749.06,0,611.53,30.0,18.94,43.93,Moderate
2.73,-102.12,50,High,759.9,0,611.45,29.06,1.0,139.95,Poor
0.08,-67.14,12,Medium,374.13,0,418.0,11.57,44.41,79.7,Moderate
0.54,-82.66,99,High,509.04,0,524.62,19.33,2.83,130.58,Poor
1.83,-97.78,42,Medium,651.3,0,726.41,26.89,2.74,93.24,Poor
21.19,-80.78,15,Medium,458.78,3,384.48,18.39,1.0,68.37,Poor
0.16,-115.33,24,High,964.21,0,702.45,30.0,1.0,154.19,Poor
21.91,-59.65,24,Low,204.61,1,586.53,7.83,47.47,16.93,Good
1.88,-78.8,70,Low,427.41,0,538.91,17.4,55.51,43.52,Good
13.02,-75.45,61,Medium,394.36,1,407.27,15.73,17.31,87.44,Moderate
24.33,-75.86,57,Medium,473.36,4,478.9,15.93,1.0,97.84,Poor
8.85,-73.01,43,High,365.52,0,591.46,14.51,1.0,115.89,Poor
21.81,-50.0,76,Medium,160.29,3,621.6,5.0,42.44,60.26,Moderate
26.76,-79.81,90,High,535.5,2,488.5,17.91,1.0,117.11,Poor
9.83,-78.45,80,Medium,470.52,0,462.02,17.23,17.9,85.81,Moderate
0.9,-61.17,64,High,133.45,0,469.45,8.58,31.02,114.84,Poor
2.31,-76.58,81,High,398.29,0,478.49,16.29,4.9,121.01,Poor
12.5,-63.1,84,Low,246.86,3,450.47,9.55,67.65,42.12,Good
1.06,-67.79,52,High,314.16,0,465.26,11.9,33.39,110.85,Poor
0.94,-97.36,10,Low,694.12,0,542.48,26.68,37.15,36.74,Moderate
1.93,-69.34,40,Low,337.34,0,516.77,12.67,73.57,39.0,Good
11.4,-92.01,33,High,675.21,2,692.58,24.0,1.0,122.68,Poor
0.15,-89.02,29,Low,571.25,0,457.47,22.51,44.18,76.69,Moderate
1.96,-100.49,91,Low,687.54,0,766.31,28.25,22.61,74.49,Moderate
25.58,-117.02,37,High,991.2,4,681.1,30.0,1.0,132.39,Poor
0.63,-83.86,78,Low,556.44,0,487.9,19.93,38.49,56.86,Moderate
11.54,-108.68,85,Medium,779.54,3,749.47,30.0,1.0,109.28,Poor
2.73,-87.78,30,High,564.1,0,517.0,21.89,1.0,132.25,Poor
1.59,-87.83,19,Medium,620.86,0,387.71,21.91,17.48,70.15,Moderate
0.95,-66.98,62,Medium,349.17,0,523.65,11.49,50.0,67.11,Moderate
0.22,-80.64,36,Medium,442.49,0,533.99,18.32,34.85,69.3,Moderate
10.75,-73.08,52,High,356.11,1,522.41,14.54,1.0,122.45,Poor
1.15,-91.96,53,High,693.11,0,653.78,23.98,1.0,137.3,Poor
27.22,-115.92,93,Medium,959.1,4,666.36,30.0,1.0,105.55,Poor
1.2,-90.25,87,Low,637.37,0,753.69,23.12,36.86,43.66,Moderate
12.08,-88.24,100,High,652.85,1,557.97,22.12,1.0,111.88,Poor
8.83,-76.4,32,High,376.77,0,481.57,16.2,7.11,122.49,Poor
25.91,-93.3,41,Low,609.47,4,690.0,24.65,1.0,62.04,Poor
1.82,-78.17,31,Medium,407.62,0,550.05,17.08,28.04,96.11,Moderate
0.66,-107.58,16,Medium,922.0,0,578.84,30.0,1.0,91.06,Poor
9.06,-88.08,27,Medium,581.53,1,499.59,22.04,5.16,94.27,Poor
11.19,-74.82,34,Medium,451.33,1,508.18,15.41,26.5,80.91,Moderate
13.82,-85.04,90,Medium,568.41,1,462.28,20.52,3.16,86.93,Poor
11.81,-70.52,10,Low,493.27,3,424.29,13.26,59.46,33.36,Good
0.57,-109.78,23,High,817.98,0,663.85,30.0,1.0,138.9,Poor
0.86,-92.43,25,Medium,783.43,0,664.24,24.21,6.52,90.94,Poor
18.22,-101.59,78,Low,747.43,2,695.39,28.8,3.71,49.77,Poor
